name,SMILES,MW,MW_MCS,NR,NR_MCS,HD,HD_MCS,HA,HA_MCS,FC,FC_MCS,LogP,LogP_MCS,name
DECOYS4666,Cc1oc(\C=C\C=C2C(=O)NC(=S)NC2=O)cc1,262.29,0.182980091,2,0.133333333,2,0.4,4,0.25,0,1,1.05852,0.277487483,DECOYS
DECOYS4667,c1c(F)cc(\C(\C2=O)=C(\SC(=S)N3)/C3=O)c(N2)c1,280.305,0.23003704,0,0,2,0.4,4,0.25,0,1,1.6368,0.365225307,DECOYS
DECOYS4668,c1cc2c(N(\C=C(\C(N)=O)/C#N)C(=S)N2)cc1,244.279,0.13593359,2,0.133333333,2,0.4,4,0.25,0,1,1.06677,0.27873919,DECOYS
DECOYS4669,c1cc(\C=C(\SC(N)=N2)/C2=O)c(O)cc1,220.253,0.073175319,1,0.066666667,2,0.4,4,0.25,0,1,1.3212,0.31734183,DECOYS
DECOYS4670,c1c(N[C@@H]2SC(=O)NC2=O)ccc(Cl)c1,242.687,0.13177513,2,0.133333333,2,0.4,4,0.25,0,1,2.061,0.429585799,DECOYS
DECOYS4671,c1cc(Cl)cc(N[C@H]2SC(=O)NC2=O)c1,242.687,0.13177513,2,0.133333333,2,0.4,4,0.25,0,1,2.061,0.429585799,DECOYS
DECOYS4672,c1cc(Cl)cc(N[C@@H]2SC(=O)NC2=O)c1,242.687,0.13177513,2,0.133333333,2,0.4,4,0.25,0,1,2.061,0.429585799,DECOYS
DECOYS4673,c1c(N[C@H]2SC(=O)NC2=O)ccc(Cl)c1,242.687,0.13177513,2,0.133333333,2,0.4,4,0.25,0,1,2.061,0.429585799,DECOYS
DECOYS4674,c1c2c(scc2C(C(=O)NC(=O)N3)=C3)sc1,250.304,0.151671482,1,0.066666667,2,0.4,4,0.25,0,1,1.0426,0.275072068,DECOYS
DECOYS4675,c1c2c(c(C(C(=O)NC(=O)N3)=C3)cs2)sc1,250.304,0.151671482,1,0.066666667,2,0.4,4,0.25,0,1,1.0426,0.275072068,DECOYS
DECOYS4676,c1c2c(cc(C(C(=O)NC(=O)N3)=C3)s2)sc1,250.304,0.151671482,1,0.066666667,2,0.4,4,0.25,0,1,1.0426,0.275072068,DECOYS
DECOYS4677,[H]N=C1S\C(=C/c2ccc(N(C)C)cc2)\C(=O)N1,247.323,0.143884817,2,0.133333333,2,0.4,4,0.25,0,1,1.89127,0.403834016,DECOYS
DECOYS4678,Cc1c2c(sc(C(NN)=O)c2C)nc(C)c1,235.312,0.112510906,2,0.133333333,2,0.4,4,0.25,0,1,1.82506,0.393788499,DECOYS
DECOYS4679,[H]N=C1S\C(=C\c2ccc(C#N)cc2)\C(=O)N1,229.264,0.096712936,1,0.066666667,2,0.4,4,0.25,0,1,1.69695,0.374351388,DECOYS
DECOYS4680,[H]N=C1S\C(=C\c2c3c(cccc3)n(C)c2)\C(=O)N1,257.318,0.169992738,1,0.066666667,2,0.4,4,0.25,0,1,2.31697,0.468422091,DECOYS
DECOYS4681,COc1cc(NC(c2[nH]c(c3c2)ccc(Br)c3)=O)ncc1,346.184,0.402119456,4,0.266666667,2,0.4,3,0.125,0,1,3.1044,0.587892581,DECOYS
DECOYS4682,COc1cc(NC(c2[nH]c3c(c(Br)ccc3)c2)=O)ncc1,346.184,0.402119456,4,0.266666667,2,0.4,3,0.125,0,1,3.1044,0.587892581,DECOYS
DECOYS4683,c1cc(F)c2c([nH]cc2C(Nc3ccc(Oc4ccncc4)cc3)=O)c1,347.349,0.405162551,5,0.333333333,2,0.4,3,0.125,0,1,4.2647,0.76393567,DECOYS
DECOYS4684,c1cc(Oc2ccncc2)cc(NC(c3c4c(cccc4F)[nH]c3)=O)c1,347.349,0.405162551,5,0.333333333,2,0.4,3,0.125,0,1,4.2647,0.76393567,DECOYS
DECOYS4685,c1cc(Oc2cc(NC(c3c4c(cccc4F)[nH]c3)=O)ccc2)ncc1,347.349,0.405162551,5,0.333333333,2,0.4,3,0.125,0,1,4.2647,0.76393567,DECOYS
DECOYS4686,COc1c(NC(Cc2[nH]ccc2)=O)cc(c3c1)oc(c34)cccc4,320.348,0.334633288,5,0.333333333,2,0.4,3,0.125,0,1,3.622,0.666423911,DECOYS
DECOYS4687,Cn1c2c(cccc2)c(NC(Nc3c(OC)cccc3)=O)c1,295.342,0.26931516,5,0.333333333,2,0.4,3,0.125,0,1,3.8309,0.698118647,DECOYS
DECOYS4688,c1c(NC(c2cc3c(nc[nH]3)cc2)=O)ccc(OC(F)(F)F)c1,321.258,0.337010297,5,0.333333333,2,0.4,3,0.125,0,1,3.2319,0.607237142,DECOYS
DECOYS4689,c1c(NC(c2cc3c([nH]cn3)cc2)=O)ccc(OC(F)(F)F)c1,321.258,0.337010297,5,0.333333333,2,0.4,3,0.125,0,1,3.2319,0.607237142,DECOYS
DECOYS4690,Cc1cc(NC(Nc2c3c(cccc3)n(C)c2)=O)c(OC)cc1,309.369,0.305955061,5,0.333333333,2,0.4,3,0.125,0,1,4.13932,0.74491276,DECOYS
DECOYS4691,c1ccc(Oc2ccc(C(Nc3nc(c4[nH]3)cccc4)=O)cc2)cc1,329.359,0.358170904,5,0.333333333,2,0.4,3,0.125,0,1,4.1256,0.742831133,DECOYS
DECOYS4692,Cc1c(O[C@@H](C(Nc2nc(c3[nH]2)cccc3)=O)C)ccc(Cl)c1,329.787,0.359288882,5,0.333333333,2,0.4,3,0.125,0,1,3.44882,0.640148688,DECOYS
DECOYS4693,Cc1c(O[C@H](C(Nc2nc(c3[nH]2)cccc3)=O)C)ccc(Cl)c1,329.787,0.359288882,5,0.333333333,2,0.4,3,0.125,0,1,3.44882,0.640148688,DECOYS
DECOYS4694,COc1c(C(Nc2nc(c3[nH]2)cccc3)=O)cc(Br)cc1,346.184,0.402119456,4,0.266666667,2,0.4,3,0.125,0,1,3.1044,0.587892581,DECOYS
DECOYS4695,COc1cc2c([nH]c(c3ccc(NC(C4CCCCC4)=O)cc3)n2)cc1,349.434,0.410608776,5,0.333333333,2,0.4,3,0.125,0,1,4.2754,0.765559096,DECOYS
DECOYS4696,Cc1[nH]c(c2cc(Cl)ccc2)nc1C(Nc3c(OC)ccc(F)c3)=O,359.788,0.43765444,5,0.333333333,2,0.4,3,0.125,0,1,3.95662,0.717193142,DECOYS
DECOYS4697,Cc1cc2c([nH]nc2C(Nc3cc(Cl)c(OC)cc3)=O)cc1,315.76,0.322648981,4,0.266666667,2,0.4,3,0.125,0,1,3.30372,0.618133819,DECOYS
DECOYS4698,Cc1cc2c([nH]nc2C(Nc3c(OC)c(Cl)ccc3)=O)cc1,315.76,0.322648981,4,0.266666667,2,0.4,3,0.125,0,1,3.30372,0.618133819,DECOYS
DECOYS4699,Cn1c2c(cccc2)c(NC(Nc3ccc(OC)cc3)=O)c1,295.342,0.26931516,5,0.333333333,2,0.4,3,0.125,0,1,3.8309,0.698118647,DECOYS
DECOYS4700,Cc1cc(NC(c2[nH]c(C)c(C(C)=O)c2C)=O)c(c3c1)nccc3,321.38,0.337328973,4,0.266666667,2,0.4,3,0.125,0,1,3.46116,0.642020938,DECOYS
DECOYS4701,COc1c(F)c(C(Nc2cc3c(nc(C4CCC4)[nH]3)cc2)=O)ccc1,339.37,0.384320619,5,0.333333333,2,0.4,3,0.125,0,1,3.7485,0.68561675,DECOYS
DECOYS4702,Cc1cc(NC(C(C(=O)NC(C)=C2c3ccccc3)=C2)=O)c(c4c1)nccc4,369.424,0.462824619,4,0.266666667,2,0.4,3,0.125,0,1,3.97734,0.720336823,DECOYS
DECOYS4703,Cn1c(C(Nc2cc(Cl)c(O)c(Cl)c2)=O)cc(c13)cccc3,335.19,0.373402049,3,0.2,2,0.4,3,0.125,0,1,4.443,0.790987711,DECOYS
DECOYS4704,CC1=NC(c2ccccc2)=C(Cc3c(O)ccc(c34)cccc4)C(=O)N1,342.398,0.392230053,3,0.2,2,0.4,3,0.125,0,1,3.71302,0.680233652,DECOYS
DECOYS4705,Cn1c2c(cccc2)c(NC(Nc3cc(OC)ccc3)=O)c1,295.342,0.26931516,5,0.333333333,2,0.4,3,0.125,0,1,3.8309,0.698118647,DECOYS
DECOYS4706,CC(c1ccc(NC(c2n(C)c3c(C(=O)Nc(c34)cccc4)c2)=O)cc1)C,359.429,0.436716697,4,0.266666667,2,0.4,3,0.125,0,1,3.9136,0.71066606,DECOYS
DECOYS4707,CC(Oc1c(C(Nc2nc(c3[nH]2)cccc3)=O)cc(Cl)cc1)C,329.787,0.359288882,5,0.333333333,2,0.4,3,0.125,0,1,3.7739,0.68947049,DECOYS
DECOYS4708,c1c(c2nc(c3[nH]2)cc(C(N)=O)cc3)ccc(Oc4ccc(Cl)cc4)c1,363.804,0.448144627,4,0.266666667,2,0.4,3,0.125,0,1,4.2926,0.768168715,DECOYS
DECOYS4709,Cc1cc(NC(C(C(=O)NC(c2ccccc2)=C3)=C3)=O)c(c4c1)nccc4,355.397,0.426184717,4,0.266666667,2,0.4,3,0.125,0,1,3.66892,0.67354271,DECOYS
DECOYS4710,COc1c(OC)cc(c2c1)[nH]c(C(Nc3cc(Cl)ccc3)=O)c2,330.771,0.361859187,5,0.333333333,2,0.4,3,0.125,0,1,3.6089,0.664436353,DECOYS
DECOYS4711,CCc1ccc(NC(c2n(C)c3c(C(=O)Nc(c34)cccc4)c2)=O)cc1,345.402,0.400076796,4,0.266666667,2,0.4,3,0.125,0,1,3.3526,0.625549992,DECOYS
DECOYS4712,CC(n1c2c(c(NC(C(c3c(cccc3)NC4=O)=C4)=O)ccc2)cc1)C,345.402,0.400076796,4,0.266666667,2,0.4,3,0.125,0,1,3.8341,0.698604157,DECOYS
DECOYS4713,Cc1cc2c([nH]nc2C(Nc3ccc(OC(F)F)cc3)=O)cc1,317.295,0.326658552,5,0.333333333,2,0.4,3,0.125,0,1,3.24312,0.608939463,DECOYS
DECOYS4714,Cc1cc2c([nH]nc2C(Nc3cc(OC(F)F)ccc3)=O)cc1,317.295,0.326658552,5,0.333333333,2,0.4,3,0.125,0,1,3.24312,0.608939463,DECOYS
DECOYS4715,Cc1cc(NC(c2[nH]c(C)c(C(C)=O)c2C(C)C)=O)c(c3c1)nccc3,349.434,0.410608776,5,0.333333333,2,0.4,3,0.125,0,1,4.27614,0.76567137,DECOYS
DECOYS4716,c1ccc(Oc2cc(C(Nc3cc(c4cc3)[nH]nc4)=O)ccc2)cc1,329.359,0.358170904,5,0.333333333,2,0.4,3,0.125,0,1,4.1256,0.742831133,DECOYS
DECOYS4717,c1ccc(Oc2ccc(C(Nc3cc(c4cc3)[nH]nc4)=O)cc2)cc1,329.359,0.358170904,5,0.333333333,2,0.4,3,0.125,0,1,4.1256,0.742831133,DECOYS
DECOYS4718,COc1ccc(NC(\C(\C#N)=C\c2c3c(cccc3)[nH]c2)=O)cc1,317.348,0.326796993,5,0.333333333,2,0.4,3,0.125,0,1,3.24028,0.608508572,DECOYS
DECOYS4719,COc1ccc(NC(\C(\C#N)=C/c2c3c(cccc3)[nH]c2)=O)cc1,317.348,0.326796993,5,0.333333333,2,0.4,3,0.125,0,1,3.24028,0.608508572,DECOYS
DECOYS4720,Cc1cn(c2cc1)c(CN(Cc3c(O)cccc3)C)cn2,281.359,0.232790191,4,0.266666667,1,0.2,4,0.25,0,1,2.98032,0.569066909,DECOYS
DECOYS4721,Cc1cc2n(c(CN(Cc3c(O)cccc3)C)cn2)cc1,281.359,0.232790191,4,0.266666667,1,0.2,4,0.25,0,1,2.98032,0.569066909,DECOYS
DECOYS4722,Cc1c2n(c(CN(Cc3c(O)cccc3)C)cn2)ccc1,281.359,0.232790191,4,0.266666667,1,0.2,4,0.25,0,1,2.98032,0.569066909,DECOYS
DECOYS4723,COc1c(Cn2c(CO)nc(c23)cccc3)cccc1,268.316,0.198720594,4,0.266666667,1,0.2,4,0.25,0,1,2.5855,0.509164012,DECOYS
DECOYS4724,C[C@@H](O)c1n(CCOc2ccccc2)c(c3n1)cccc3,282.343,0.235360496,5,0.333333333,1,0.2,4,0.25,0,1,3.1686,0.597633136,DECOYS
DECOYS4725,C[C@H](O)c1n(CCOc2ccccc2)c(c3n1)cccc3,282.343,0.235360496,5,0.333333333,1,0.2,4,0.25,0,1,3.1686,0.597633136,DECOYS
DECOYS4726,COc1ccc(Cn2c(N)c(C#N)c3c2CCCC3)cc1,281.359,0.232790191,3,0.2,1,0.2,4,0.25,0,1,2.87768,0.553494159,DECOYS
DECOYS4727,Cc1c(C)cc(OCCn2c(CO)nc(c23)cccc3)cc1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.22444,0.606105295,DECOYS
DECOYS4728,Cc1cc(OCCn2c(CO)nc(c23)cccc3)cc(C)c1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.22444,0.606105295,DECOYS
DECOYS4729,Cc1c(OCCn2c(CO)nc(c23)cccc3)c(C)ccc1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.22444,0.606105295,DECOYS
DECOYS4730,Cc1cc(C)c(OCCn2c(CO)nc(c23)cccc3)cc1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.22444,0.606105295,DECOYS
DECOYS4731,Cc1c(C)c(OCCn2c(CO)nc(c23)cccc3)ccc1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.22444,0.606105295,DECOYS
DECOYS4732,Cc1cc(OCCn2c(CO)nc(c23)cccc3)c(C)cc1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.22444,0.606105295,DECOYS
DECOYS4733,Cc1c(OCCn2c(N)nc(c23)cccc3)cccc1,267.332,0.19615029,4,0.266666667,1,0.2,4,0.25,0,1,3.00592,0.572950994,DECOYS
DECOYS4734,Cc1ccc(OCCn2c(N)nc(c23)cccc3)cc1,267.332,0.19615029,4,0.266666667,1,0.2,4,0.25,0,1,3.00592,0.572950994,DECOYS
DECOYS4735,Cc1cc(OCCn2c(N)nc(c23)cccc3)ccc1,267.332,0.19615029,4,0.266666667,1,0.2,4,0.25,0,1,3.00592,0.572950994,DECOYS
DECOYS4736,Cc1ccc(OCCn2c(CO)nc(c23)cccc3)cc1,282.343,0.235360496,5,0.333333333,1,0.2,4,0.25,0,1,2.91602,0.559311182,DECOYS
DECOYS4737,Cc1cc(OCCn2c(CO)nc(c23)cccc3)ccc1,282.343,0.235360496,5,0.333333333,1,0.2,4,0.25,0,1,2.91602,0.559311182,DECOYS
DECOYS4738,CC(O)(c1n(CCOc2ccccc2)c(c3n1)cccc3)C,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.3427,0.624047944,DECOYS
DECOYS4739,Cc1c(OCCn2c(CO)nc(c23)cccc3)cccc1,282.343,0.235360496,5,0.333333333,1,0.2,4,0.25,0,1,2.91602,0.559311182,DECOYS
DECOYS4740,CCOc1ccc([C@@H](O)Cc2n(C)c(c3n2)cccc3)cc1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.2481,0.609695039,DECOYS
DECOYS4741,CCOc1ccc([C@H](O)Cc2n(C)c(c3n2)cccc3)cc1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.2481,0.609695039,DECOYS
DECOYS4742,C[C@H](O)c1n(Cc2c(OC)cccc2)c(c3n1)cccc3,282.343,0.235360496,4,0.266666667,1,0.2,4,0.25,0,1,3.1465,0.594280079,DECOYS
DECOYS4743,C[C@@H](O)c1n(Cc2c(OC)cccc2)c(c3n1)cccc3,282.343,0.235360496,4,0.266666667,1,0.2,4,0.25,0,1,3.1465,0.594280079,DECOYS
DECOYS4744,Cc1cc(OC[C@@H](O)Cn2c3c(cccc3)nc2)ccc1,282.343,0.235360496,5,0.333333333,1,0.2,4,0.25,0,1,2.78462,0.539374905,DECOYS
DECOYS4745,Cc1cc(OC[C@H](O)Cn2c3c(cccc3)nc2)ccc1,282.343,0.235360496,5,0.333333333,1,0.2,4,0.25,0,1,2.78462,0.539374905,DECOYS
DECOYS4746,Cc1ccc(OC[C@H](O)Cn2c3c(cccc3)nc2)cc1,282.343,0.235360496,5,0.333333333,1,0.2,4,0.25,0,1,2.78462,0.539374905,DECOYS
DECOYS4747,Cc1ccc(OC[C@@H](O)Cn2c3c(cccc3)nc2)cc1,282.343,0.235360496,5,0.333333333,1,0.2,4,0.25,0,1,2.78462,0.539374905,DECOYS
DECOYS4748,Cn1c(C[C@H](O)c2ccc(OC)cc2)nc(c13)cccc3,282.343,0.235360496,4,0.266666667,1,0.2,4,0.25,0,1,2.858,0.550508269,DECOYS
DECOYS4749,Cn1c(C[C@@H](O)c2ccc(OC)cc2)nc(c13)cccc3,282.343,0.235360496,4,0.266666667,1,0.2,4,0.25,0,1,2.858,0.550508269,DECOYS
DECOYS4750,Cc1ccc(OC[C@@H](O)Cn2c3c(cccc3)nc2C)cc1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.09304,0.586169018,DECOYS
DECOYS4751,Cc1cc(OC[C@H](O)Cn2c3c(cccc3)nc2C)ccc1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.09304,0.586169018,DECOYS
DECOYS4752,Cc1cc(OC[C@@H](O)Cn2c3c(cccc3)nc2C)ccc1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.09304,0.586169018,DECOYS
DECOYS4753,Cc1ccc(OC[C@H](O)Cn2c3c(cccc3)nc2C)cc1,296.37,0.272000397,5,0.333333333,1,0.2,4,0.25,0,1,3.09304,0.586169018,DECOYS
DECOYS4754,Cc1n(C[C@H](O)COC2CCCCC2)c(c3n1)cccc3,288.391,0.251158466,5,0.333333333,1,0.2,4,0.25,0,1,3.05492,0.580385374,DECOYS
DECOYS4755,Cc1n(C[C@@H](O)COC2CCCCC2)c(c3n1)cccc3,288.391,0.251158466,5,0.333333333,1,0.2,4,0.25,0,1,3.05492,0.580385374,DECOYS
DECOYS4756,COc1cc(NCCc2ncccc2)c(c3c1)nccc3,279.343,0.227524201,5,0.333333333,1,0.2,4,0.25,0,1,3.293,0.616507359,DECOYS
DECOYS4757,Cn1c(C[C@H](O)c2c(OC)cccc2)nc(c13)cccc3,282.343,0.235360496,4,0.266666667,1,0.2,4,0.25,0,1,2.858,0.550508269,DECOYS
DECOYS4758,Cn1c(C[C@@H](O)c2c(OC)cccc2)nc(c13)cccc3,282.343,0.235360496,4,0.266666667,1,0.2,4,0.25,0,1,2.858,0.550508269,DECOYS
DECOYS4759,Cc1[nH]nc(C)c1NC(C(C(=O)Oc(c23)cccc2)=C3)=O,283.287,0.237826316,3,0.2,2,0.4,4,0.25,0,1,1.90334,0.405665301,DECOYS
DECOYS4760,Cc1[nH]nc2c1[C@H](c3cc(OC)c(O)cc3)N(C)C2=O,273.292,0.211718395,2,0.133333333,2,0.4,4,0.25,0,1,1.12542,0.287637688,DECOYS
DECOYS4761,Cc1[nH]nc2c1[C@@H](c3cc(OC)c(O)cc3)N(C)C2=O,273.292,0.211718395,2,0.133333333,2,0.4,4,0.25,0,1,1.12542,0.287637688,DECOYS
DECOYS4762,Cc1n[nH]c2c1[C@@H](c3c(OC)cccc3)S[C@H](C)C(=O)N2,303.387,0.29032949,2,0.133333333,2,0.4,4,0.25,0,1,2.40802,0.482236383,DECOYS
DECOYS4763,Cc1n[nH]c2c1[C@H](c3c(OC)cccc3)S[C@H](C)C(=O)N2,303.387,0.29032949,2,0.133333333,2,0.4,4,0.25,0,1,2.40802,0.482236383,DECOYS
DECOYS4764,Cc1n[nH]c2c1[C@@H](c3cc(OC)ccc3)S[C@@H](C)C(=O)N2,303.387,0.29032949,2,0.133333333,2,0.4,4,0.25,0,1,2.40802,0.482236383,DECOYS
DECOYS4765,Cc1n[nH]c2c1[C@@H](c3cc(OC)ccc3)S[C@H](C)C(=O)N2,303.387,0.29032949,2,0.133333333,2,0.4,4,0.25,0,1,2.40802,0.482236383,DECOYS
DECOYS4766,Cc1n[nH]c2c1[C@H](c3cc(OC)ccc3)S[C@@H](C)C(=O)N2,303.387,0.29032949,2,0.133333333,2,0.4,4,0.25,0,1,2.40802,0.482236383,DECOYS
DECOYS4767,Cc1n[nH]c2c1[C@H](c3cc(OC)ccc3)S[C@H](C)C(=O)N2,303.387,0.29032949,2,0.133333333,2,0.4,4,0.25,0,1,2.40802,0.482236383,DECOYS
DECOYS4768,Cc1n[nH]c2c1[C@H](c3c(OC)cccc3)S[C@@H](C)C(=O)N2,303.387,0.29032949,2,0.133333333,2,0.4,4,0.25,0,1,2.40802,0.482236383,DECOYS
DECOYS4769,Cc1n[nH]c2c1[C@@H](c3c(OC)cccc3)S[C@@H](C)C(=O)N2,303.387,0.29032949,2,0.133333333,2,0.4,4,0.25,0,1,2.40802,0.482236383,DECOYS
DECOYS4770,c1cc2c(OC[C@@H](NC(c3c4c(cn[nH]4)ccc3)=O)C2=O)cc1,307.309,0.300574139,3,0.2,2,0.4,4,0.25,0,1,1.4547,0.337596723,DECOYS
DECOYS4771,c1cc2c(OC[C@H](NC(c3c4c(cn[nH]4)ccc3)=O)C2=O)cc1,307.309,0.300574139,3,0.2,2,0.4,4,0.25,0,1,1.4547,0.337596723,DECOYS
DECOYS4772,c1cc2c([nH]nc2C(N[C@H]3C(=O)c(c4OC3)cccc4)=O)cc1,307.309,0.300574139,3,0.2,2,0.4,4,0.25,0,1,1.4547,0.337596723,DECOYS
DECOYS4773,c1cc2c([nH]nc2C(N[C@@H]3C(=O)c(c4OC3)cccc4)=O)cc1,307.309,0.300574139,3,0.2,2,0.4,4,0.25,0,1,1.4547,0.337596723,DECOYS
DECOYS4774,Cc1c2c(\C(=N\NC(c3ccncc3)=O)\C(O)=N2)ccc1,280.287,0.229990022,3,0.2,2,0.4,4,0.25,0,1,2.12572,0.43940525,DECOYS
DECOYS4775,c1cc(\C(\C2=O)=N\N=C\c3cc(O)ccc3)c(N2)cc1,265.272,0.190769367,2,0.133333333,2,0.4,4,0.25,0,1,2.1675,0.445744197,DECOYS
DECOYS4776,c1cc(\C=N\N=C(\C(=O)N2)/c3c2cccc3)c(O)cc1,265.272,0.190769367,2,0.133333333,2,0.4,4,0.25,0,1,2.1675,0.445744197,DECOYS
DECOYS4777,CCC1=C(O)N(C2=C(C#N)C1=O)c(c3N2)cc(C)c(C)c3,281.315,0.232675259,1,0.066666667,2,0.4,4,0.25,0,1,2.05542,0.42873919,DECOYS
DECOYS4778,Cc1n[nH]c2c1[C@H](c3ccccc3)C(C#N)=C(NC(C)=O)O2,294.314,0.266629923,3,0.2,2,0.4,4,0.25,0,1,1.6318,0.364466697,DECOYS
DECOYS4779,Cc1n[nH]c2c1[C@@H](c3ccccc3)C(C#N)=C(NC(C)=O)O2,294.314,0.266629923,3,0.2,2,0.4,4,0.25,0,1,1.6318,0.364466697,DECOYS
DECOYS4780,c1cc(\C(\C(O)=N2)=N/NC(c3cnccc3)=O)c2cc1,266.26,0.19335012,3,0.2,2,0.4,4,0.25,0,1,1.8173,0.392611136,DECOYS
DECOYS4781,Cc1cc(\C(\C2=O)=N\NC(c3ncccc3)=O)c(N2)cc1,280.287,0.229990022,3,0.2,2,0.4,4,0.25,0,1,1.47622,0.340861781,DECOYS
DECOYS4782,Cc1c2c(\C(=N\NC(c3ncccc3)=O)\C(=O)N2)ccc1,280.287,0.229990022,3,0.2,2,0.4,4,0.25,0,1,1.47622,0.340861781,DECOYS
DECOYS4783,Cc1cc(\C(\C2=O)=N\NC(c3ccncc3)=O)c(N2)cc1,280.287,0.229990022,3,0.2,2,0.4,4,0.25,0,1,1.47622,0.340861781,DECOYS
DECOYS4784,Cc1cc(\C(\C2=O)=N/NC(c3cnccc3)=O)c(N2)cc1,280.287,0.229990022,3,0.2,2,0.4,4,0.25,0,1,1.47622,0.340861781,DECOYS
DECOYS4785,Cc1ncc(C(N\N=C(\C(=O)N2)/c3c2cccc3)=O)cc1,280.287,0.229990022,3,0.2,2,0.4,4,0.25,0,1,1.47622,0.340861781,DECOYS
DECOYS4786,COc1c(O)ccc(\C=C\C2=Nc(c3C(=O)N2)cccc3)c1,294.31,0.266619475,3,0.2,2,0.4,4,0.25,0,1,2.3258,0.469761796,DECOYS
DECOYS4787,COc1c(O)cc(\C=C/C2=Nc(c3C(=O)N2)cccc3)cc1,294.31,0.266619475,3,0.2,2,0.4,4,0.25,0,1,2.3258,0.469761796,DECOYS
DECOYS4788,COc1c(O)c(\C=C\C2=Nc(c3C(=O)N2)cccc3)ccc1,294.31,0.266619475,3,0.2,2,0.4,4,0.25,0,1,2.3258,0.469761796,DECOYS
DECOYS4789,COc1c(O)cc(\C=C\C2=Nc(c3C(=O)N2)cccc3)cc1,294.31,0.266619475,3,0.2,2,0.4,4,0.25,0,1,2.3258,0.469761796,DECOYS
DECOYS4790,Cc1cc(\C(\C2=O)=N\NC(c3ccncc3)=O)c(N2)c(C)c1,294.314,0.266629923,3,0.2,2,0.4,4,0.25,0,1,1.78464,0.387655894,DECOYS
DECOYS4791,Cc1c(\C(\C2=O)=N\NC(c3cnccc3)=O)c(N2)c(C)cc1,294.314,0.266629923,3,0.2,2,0.4,4,0.25,0,1,1.78464,0.387655894,DECOYS
DECOYS4792,Cc1cc(\C(\C2=O)=N\NC(c3ncccc3)=O)c(N2)c(C)c1,294.314,0.266629923,3,0.2,2,0.4,4,0.25,0,1,1.78464,0.387655894,DECOYS
DECOYS4793,CN1C(=O)\C(=N/NC(c2cc(O)ccc2)=O)\c(c13)cccc3,295.298,0.269200228,3,0.2,2,0.4,4,0.25,0,1,1.5027,0.344879381,DECOYS
DECOYS4794,CN1C(=O)\C(=N/NC(c2ccc(O)cc2)=O)\c(c13)cccc3,295.298,0.269200228,3,0.2,2,0.4,4,0.25,0,1,1.5027,0.344879381,DECOYS
DECOYS4795,c1cc2c(NN=C(C(Nc3cc4c(COC4)cc3)=O)C2=O)cc1,307.309,0.300574139,3,0.2,2,0.4,4,0.25,0,1,1.7237,0.378409953,DECOYS
DECOYS4796,c1cc2c(C(=O)NN=C2C(Nc3cc4c(COC4)cc3)=O)cc1,307.309,0.300574139,3,0.2,2,0.4,4,0.25,0,1,1.7237,0.378409953,DECOYS
DECOYS4797,COC(c1ccc([C@H]2NC(=O)c(c3N2)cccc3)cc1)=O,282.299,0.235245563,3,0.2,2,0.4,4,0.25,0,1,2.3273,0.469989379,DECOYS
DECOYS4798,c1ccc(Nc2nc(N3CCCC3)nc(N\N=C\c4c(O)ccc(Br)c4)n2)cc1,454.332,0.684612652,6,0.4,3,0.6,8,0.75,0,1,4.1295,0.743422849,DECOYS
DECOYS4799,Cc1c(C)c(Nc2nc(N3CCC(C)CC3)nc(N\N=C\c4ccc(O)cc4)n2)ccc1,431.544,0.625088158,6,0.4,3,0.6,8,0.75,0,1,4.61994,0.817833409,DECOYS
DECOYS4800,Cc1c(C)c(Nc2nc(N3CCC(C)CC3)nc(N\N=C\c4c(O)cccc4)n2)ccc1,431.544,0.625088158,6,0.4,3,0.6,8,0.75,0,1,4.61994,0.817833409,DECOYS
DECOYS4801,c1ccc(Nc2nc(N3CCCCC3)nc(N\N=C\c4c(O)ccc(Cl)c4)n2)cc1,423.908,0.605142177,6,0.4,3,0.6,8,0.75,0,1,4.4105,0.786056744,DECOYS
DECOYS4802,CCN(c1nc(N\N=C\c2c(O)ccc(c23)cccc3)nc(Nc4ccccc4)n1)CC,427.512,0.614556178,8,0.533333333,3,0.6,8,0.75,0,1,4.7662,0.840024276,DECOYS
DECOYS4803,CCN(c1nc(N\N=C\c2ccc(O)cc2)nc(Nc3cc(Cl)c(C)cc3)n1)CC,425.924,0.610408166,8,0.533333333,3,0.6,8,0.75,0,1,4.57482,0.810987711,DECOYS
